name,category_slug,price,mrp,unit,stock,image_url,description
"Local Sourced Farm Fresh White Eggs #278","dairy-eggs",77,92,"6 pcs",177,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Local Sourced Farm Fresh White Eggs #278. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Double Choco Chip Muffin #279","bakery",150,180,"4 pcs",178,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Deluxe Double Choco Chip Muffin #279. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Rich Dark Roast Coffee #280","beverages",285,342,"200 g",179,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Deluxe Rich Dark Roast Coffee #280. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Crispy Salted Potato Chips #281","snacks",70,84,"90 g",180,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Classic Crispy Salted Potato Chips #281. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Chakki Fresh Whole Wheat Atta #282","staples-grains",280,336,"5 kg",181,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Classic Chakki Fresh Whole Wheat Atta #282. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Crisp Shimla Apples #283","fruits-vegetables",220,264,"1 kg",182,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Gold Crisp Shimla Apples #283. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Farm Fresh White Eggs #284","dairy-eggs",107,128,"6 pcs",183,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Farm Fresh Farm Fresh White Eggs #284. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked 100% Whole Wheat Bread #285","bakery",115,138,"400 g",184,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Handpicked 100% Whole Wheat Bread #285. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Classic Green Tea Bags #286","beverages",175,210,"25 bags",185,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Handpicked Classic Green Tea Bags #286. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Butter Choco Chip Cookies #287","snacks",55,66,"150 g",186,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Handpicked Butter Choco Chip Cookies #287. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Refined Sunflower Oil Pouch #288","staples-grains",145,174,"1 L",187,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Handpicked Refined Sunflower Oil Pouch #288. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Green Broccoli #289","fruits-vegetables",80,96,"1 pc",188,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Gold Green Broccoli #289. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Farm Fresh White Eggs #290","dairy-eggs",62,74,"6 pcs",189,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Premium Farm Fresh White Eggs #290. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Double Choco Chip Muffin #291","bakery",135,162,"4 pcs",190,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Natural Double Choco Chip Muffin #291. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Rich Dark Roast Coffee #292","beverages",270,324,"200 g",191,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Natural Rich Dark Roast Coffee #292. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Crispy Salted Potato Chips #293","snacks",55,66,"90 g",192,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Daily Crispy Salted Potato Chips #293. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Chakki Fresh Whole Wheat Atta #294","staples-grains",265,318,"5 kg",193,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Daily Chakki Fresh Whole Wheat Atta #294. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition New Crop Potatoes #295","fruits-vegetables",69,83,"1 kg",194,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Chef Edition New Crop Potatoes #295. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Farm Fresh White Eggs #296","dairy-eggs",92,110,"6 pcs",195,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Organic Farm Fresh White Eggs #296. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack 100% Whole Wheat Bread #297","bakery",100,120,"400 g",196,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Value Pack 100% Whole Wheat Bread #297. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Classic Green Tea Bags #298","beverages",235,282,"25 bags",197,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Value Pack Classic Green Tea Bags #298. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Butter Choco Chip Cookies #299","snacks",115,138,"150 g",198,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Value Pack Butter Choco Chip Cookies #299. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Refined Sunflower Oil Pouch #300","staples-grains",205,246,"1 L",199,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Value Pack Refined Sunflower Oil Pouch #300. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Fresh Organic Tomatoes #301","fruits-vegetables",35,42,"1 kg",50,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Local Sourced Fresh Organic Tomatoes #301. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Farm Fresh White Eggs #302","dairy-eggs",47,56,"6 pcs",51,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Select Farm Fresh White Eggs #302. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Double Choco Chip Muffin #303","bakery",120,144,"4 pcs",52,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Super Saver Double Choco Chip Muffin #303. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Rich Dark Roast Coffee #304","beverages",255,306,"200 g",53,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Super Saver Rich Dark Roast Coffee #304. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Crispy Salted Potato Chips #305","snacks",40,48,"90 g",54,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Gold Crispy Salted Potato Chips #305. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Chakki Fresh Whole Wheat Atta #306","staples-grains",250,300,"5 kg",55,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Gold Chakki Fresh Whole Wheat Atta #306. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Fresh Spinach Bunch #307","fruits-vegetables",50,60,"250 g",56,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Local Sourced Fresh Spinach Bunch #307. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Farm Fresh White Eggs #308","dairy-eggs",77,92,"6 pcs",57,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Fresh Farm Fresh White Eggs #308. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition 100% Whole Wheat Bread #309","bakery",85,102,"400 g",58,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Chef Edition 100% Whole Wheat Bread #309. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Classic Green Tea Bags #310","beverages",220,264,"25 bags",59,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Chef Edition Classic Green Tea Bags #310. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Butter Choco Chip Cookies #311","snacks",100,120,"150 g",60,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Chef Edition Butter Choco Chip Cookies #311. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Refined Sunflower Oil Pouch #312","staples-grains",190,228,"1 L",61,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Chef Edition Refined Sunflower Oil Pouch #312. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Crisp Shimla Apples #313","fruits-vegetables",220,264,"1 kg",62,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Farm Fresh Crisp Shimla Apples #313. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Farm Fresh White Eggs #314","dairy-eggs",107,128,"6 pcs",63,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Special Farm Fresh White Eggs #314. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Double Choco Chip Muffin #315","bakery",180,216,"4 pcs",64,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Local Sourced Double Choco Chip Muffin #315. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Rich Dark Roast Coffee #316","beverages",240,288,"200 g",65,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Local Sourced Rich Dark Roast Coffee #316. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Crispy Salted Potato Chips #317","snacks",25,30,"90 g",66,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Farm Fresh Crispy Salted Potato Chips #317. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Chakki Fresh Whole Wheat Atta #318","staples-grains",235,282,"5 kg",67,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Farm Fresh Chakki Fresh Whole Wheat Atta #318. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Green Broccoli #319","fruits-vegetables",80,96,"1 pc",68,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Farm Fresh Green Broccoli #319. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Farm Fresh White Eggs #320","dairy-eggs",62,74,"6 pcs",69,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Deluxe Farm Fresh White Eggs #320. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium 100% Whole Wheat Bread #321","bakery",70,84,"400 g",70,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Premium 100% Whole Wheat Bread #321. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Classic Green Tea Bags #322","beverages",205,246,"25 bags",71,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Premium Classic Green Tea Bags #322. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Butter Choco Chip Cookies #323","snacks",85,102,"150 g",72,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Premium Butter Choco Chip Cookies #323. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Refined Sunflower Oil Pouch #324","staples-grains",175,210,"1 L",73,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Premium Refined Sunflower Oil Pouch #324. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium New Crop Potatoes #325","fruits-vegetables",69,83,"1 kg",74,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Premium New Crop Potatoes #325. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Farm Fresh White Eggs #326","dairy-eggs",92,110,"6 pcs",75,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Classic Farm Fresh White Eggs #326. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Double Choco Chip Muffin #327","bakery",165,198,"4 pcs",76,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Organic Double Choco Chip Muffin #327. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Rich Dark Roast Coffee #328","beverages",300,360,"200 g",77,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Organic Rich Dark Roast Coffee #328. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Crispy Salted Potato Chips #329","snacks",85,102,"90 g",78,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Select Crispy Salted Potato Chips #329. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Chakki Fresh Whole Wheat Atta #330","staples-grains",295,354,"5 kg",79,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Select Chakki Fresh Whole Wheat Atta #330. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Fresh Organic Tomatoes #331","fruits-vegetables",35,42,"1 kg",80,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Organic Fresh Organic Tomatoes #331. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Farm Fresh White Eggs #332","dairy-eggs",47,56,"6 pcs",81,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Handpicked Farm Fresh White Eggs #332. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
